Texte Jupyter;Auteur;nb_RT;Details_etude;Défiant_Confiant;Mention_Pouvoir;Mention_acteurs_pharma;Mention_Personnalite_politique;Mention_Conflit_interet;Mention_fonctionnement_recherche;Discours_complotiste
RT @FZores: Puisque tout le monde en parle, penchons-nous sur cette étude qui fait trembler l'hydroxychloroquinosphère.  https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31180-6/fulltext#seccestitle170;FZores;81;0;C;0;0;0;0;0;0
RT @ArianeWalter: Véran n’est pas au courant de ce faux manifeste? Scandale!! Métra n’est pas en prison pour faux manifeste!;ArianeWalter;81;0;D;1;0;0;0;0;0
RT @jwaintraub: Saluons l'ouverture d'esprit du Pr #Deray !;jwaintraub;81;0;N;0;0;0;0;0;0
"RT @aysegul_koker: Chloroquine : ""Je ne suis pas pro-Raoult mais l'étude publiée par The Lancet, c'est une merde"", lance le Pr. Froguel #DidierRaoult #hydroxychroloquine #LancetGate  https://france3-regions.francetvinfo.fr/hauts-de-france/hydroxychloroquine-je-ne-suis-pro-raoult-etude-publiee-the-lancet-c-est-merde-lance-pr-froguel-1834562.html";aysegul_koker;81;0;D;0;0;0;0;0;0
"RT @OuchikhKarim: Les critiques s’accumulent sur ""l’étude"" du #Lancet qui n’a pas d’autre objectif que de marginaliser la #chloraquinine pour des motifs financiers. En interdisant en France l’administration de ce médicament, le gvt #Macron participe à ce scandale sanitaire. https://twitter.com/OuchikhKarim/status/1266364789401542656/photo/1";OuchikhKarim;81;0;D;1;0;0;0;0;0
RT @silvano_trotta: C’est énorme !! L’étude du Lancet repose sur une coquille vide !!!! Il faut quitter l’OMS, la Haute Autorité et Véran doivent démissionner ! https://twitter.com/jamestodaromd/status/1266445918225739776;silvano_trotta;81;0;D;1;0;0;0;0;0
RT @dragonduclos: Selon l'Inserm, données obscures, lacunes majeures, absences des standards éthiques. Ce n'est pas sur la base de ce travail que l'on peut conclure définitivement à l'inefficacité de l'hydroxychloroquine  Véran n'avait donc pas lu l'étude ?  https://www.francetvinfo.fr/sante/maladie/coronavirus/l-etude-du-lancet-sur-la-chloroquine-est-elle-foireuse-comme-l-affirme-le-professeur-didier-raoult_3986303.html#xtor=CS2-765-[twitter]- via @franceinfo;dragonduclos;81;0;D;1;0;0;0;0;0
RT @ChloeMorin2: Pouvait-on imaginer pareille mascarade ! 20 jours après la publication d’une étude clouant au pilori l’#hydroxychloroquine prônée par le professeur Raoult, #TheLancet rétropédale ...http://noslendemains.fr/quand-the-lancet-dement-une-affaire-lourde-de-consequences/;ChloeMorin2;81;0;D;0;0;0;0;0;0
RT @ChabriereEric: Notre star nationale, le Pr #Raoult qui prends les coups pour nous peut ajouter une ligne à son CV ! - J’ai fais avaler son chapeau à l’OMS et à #TheLancet  Depuis mon 1er Tweet le 24 mai j’ai dis que nous allions démonter cette forfaiture #Surgisphere Today le monde entier RT?? https://twitter.com/ChabriereEric/status/1268256652605743106/photo/1;ChabriereEric;81;0;D;0;0;0;0;0;0
"RT @LaMutine: Jean-François Lemoine Médecin journaliste ""The Lancet a été payé pour passer cette étude sur l'hydroxychloroquine. Il y aura une enquête. Elle va très vite nous montrer qui a payé"" https://www.sudradio.fr/societe/jean-francois-lemoine-the-lancet-a-ete-paye-pour-passer-cette-etude-sur-lhydroxychloroquine/";LaMutine;81;0;D;0;0;0;0;0;0
"RT @LMucchielli: Et voilà : ""fin de partie"" (selon la formule désormais consacrée) pour l'escroquerie du Lancet. Cela servira t-il de leçon à toutes celles et ceux qui ne cherchent désespérément qu'à confirmer leurs préjugés ? https://www.lemonde.fr/sciences/article/2020/06/04/hydroxychloroquine-trois-auteurs-de-l-etude-du-lancet-se-retractent_6041803_1650684.html";LMucchielli;81;0;D;0;0;0;0;0;0
RT @Laissonslespre1: #Lancet Etude Mehra et al. Rétractation - #hydroxychloroquine #chloroquine #azithromycine  #France Ministère de la Santé annulation des décrets bloquant la liberté de prescription et blocages de dispensation des médicaments  #COVID?19 #Shame #ethique #ethics #patients #médecins https://twitter.com/Laissonslespre1/status/1268637465927192577/photo/1;Laissonslespre1;81;0;D;1;0;0;0;0;0
RT @silvano_trotta: Le diable est VRAIMENT dans le détail, après The Lancet, nous remettons en cause le New England Journal of Medecine. - Via @france_soir http://www.francesoir.fr/societe-sante/le-diable-est-vraiment-dans-le-detail-apres-lancet-nous-remettons-en-cause-le-new;silvano_trotta;81;0;D;0;0;0;0;0;0
RT @CorinneReverbel: L'étude Lancet donne l'apparence d'un «traitement précoce» avec HCQ, mais ce n'est PAS le cas.    Apparition des symptômes à l'hospitalisation =7 jours   Hospitalisation à diagnostic =2 jours   Diagnostic à traitement = 1-2 jours    Délai symptômes/traitement HCQ = 10 jours https://twitter.com/JamesTodaroMD/status/1263891253965590529;CorinneReverbel;80;1;D;0;0;0;0;0;0
RT @xxxx_Neo_xxxx: La girouette @philippejuvin qui nous disait que le coronavirus était rien, puis critiquait sur tous les plateaux le manque d'anticipation..puis #Juvin qui voulait une utilisation massive de la chloroquine nous dit maintenant qu'elle ne marche pas.. Ouf,le #LR n'est pas au pouvoir;xxxx_Neo_xxxx;80;0;N;0;0;1;0;0;0
"RT @pittbull_grrr: Les composantes d'un scandale d'état s'étalent désormais au grand jour, la compagne de Véran le Véreux ayant surenchéri sur LCI, évoquant des morts dont Raoult devrait répondre ! Et la réputation du ""Lancet"" désintégrée pour une sordide combine de labos de mèche avec la Macronie.";pittbull_grrr;80;0;D;1;0;0;0;0;0
RT @Steiner61421320: @dr_l_alexandre @OlivierBabeau @AnneLaure_David @SbastienAmesto1 @IzouletMaxime @Erwann_TISON @GillesBoyer @davidlisnard @P_TARISSI @rioujeanpierre @EToniutti Ma première est la directrice des ventes de la boîte qui a fait la collecte de données pour l’article du Lancet contre la chloroquine. Ma seconde est un mannequin du Nevada qui a fait quelques nus. Mon tout est ? La plus grosse arnaque scientifique du XXIème siècle ! @dperetti https://twitter.com/Steiner61421320/status/1266748531404136450/photo/1;Steiner61421320;80;0;D;0;0;0;0;0;0
RT @YanisJGR: Excellent travail d'enquête de @xazalbert. Comment en est-on arrivé là ? Comment le Lancet en est-il arrivé là ??  #LancetGate http://www.francesoir.fr/societe-economie/lancetgate-surgisphere-la-societe-qui-fourni-les-donnees-letude-est-elle-serieuse;YanisJGR;80;0;D;0;0;0;0;0;0
RT @claudarnaud: Sur la base de l'étude publiée par #TheLancet l'#OMS s'est précipité pour stopper les essais sur l' #hydroxychloroquine et #Veran s'est fourvoyé en la faisant interdire   pour le traitement du #Covid19 Et il s'avère que cette étude est réellement foireuse https://www.challenges.fr/entreprise/sante-et-pharmacie/hydroxychloroquine-nouveau-rebondissement-l-etude-lancet-largement-critiquee_712334;claudarnaud;80;0;D;1;0;0;0;0;0
RT @__Verlaine__: #Coronavirus: Pour le Pr @raoult_didier, l'étude de @TheLancet sur l'#hydroxychloroquine est faite par des «Pieds nickelés» ?? Et comment on appelle un ministre «Médecin» qui valide le travail de ces «Pieds nickelés» ?  Soyez inspirés dans vos réponses ??  https://www.google.com/amp/s/m.20minutes.fr/amp/a/2790851;__Verlaine__;80;0;D;1;0;0;0;0;0
"RT @mselon3: Trois des auteurs de l'étude de #TheLancet sur l'#Hydroxychloroquine se rétractent et ne cautionnent plus les conclusions devant l'impossibilité de fiabiliser les données. #Veran devra répondre de sa précipitation à instrumentaliser cette étude foireuse contre #Raoult « TheLancet: Today, three of the authors have retracted ""Hydroxychloroquine or chloroquine with or without a macrolide for treatment of COVID-19: a multinational registry analysis"" Read the Retraction notice and statement from The Lancet https://hubs.ly/H0r7gh50 https://twitter.com/TheLancet/status/1268613313702891523/photo/1 — https://twitter.com/TheLancet/status/1268613313702891523 »";mselon3;80;0;D;0;0;0;0;0;0
RT @ChandelonR: Après la rétractation de 3 des rédacteurs de l'étude Lancet sur l'hydrochloroquine,  Véran, ministre fictif de la santé, se grandirait en s'excusant pour la fébrilité qui l'a poussé à interdire ce produit. N'est pas grand qui veut. La démission serait une sortie honorable...;ChandelonR;80;0;D;1;0;0;0;0;0
RT @aragon_jb: Au-delà de la chloroquine, au-delà du Pr. Raoult, au-delà du Lancet, au-delà de la médecine, au-delà de la Science, si nous sommes encore des êtres humains, nous ne pouvons pas accepter une étude dont RIEN ne garantit que les données n'ont pas été inventées !;aragon_jb;79;0;D;0;0;0;0;0;0
RT @vincentglad: Raoult n'avait pas tort : il y a bien un problème avec les données australiennes dans l'étude du Lancet.  https://amp.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19?CMP=share_btn_tw&__twitter_impression=true;vincentglad;79;0;D;0;0;0;0;1;0
RT @SimpleImmortel: Cette affaire est probablement la plus grosse arnaque de l'histoire du Lancet, & de la médecine pour faire un raccourci. Il y'en plein d'autres comme ça, mais cela-là restera gravée dans les mémoires ! https://twitter.com/SimpleImmortel/status/1266361524773195777/photo/1;SimpleImmortel;79;0;D;0;0;0;0;0;0
RT @biobiobiobior: ??Gabon, 29 Mai : Le Gabon maintient le traitement à base de chloroquine contre l’avis de l’OMS  (Dr. Obiang Ndong) #chloroquine #HydroxyChloroquine #Véran #Lancet #LancetGate #Raoult #Scandale https://www.gabonmediatime.com/dr-obiang-ndong-le-bilan-du-traitement-du-covid-19-a-base-de-chloroquine-est-satisfaisant/ via @gabonmediatime;biobiobiobior;79;0;D;1;0;0;0;1;0
RT @dperetti: ?? Les auteurs de l'étude de @TheLancet ont manifestement également falsifié l'étude qu'ils avaient publiée dans le @NEJM il y a un mois, avec pareillement l'utilisation opaque (et incohérente) des prétendues données de @Surgisphere. https://twitter.com/Arkancideisreal/status/1267209709863362561;dperetti;79;0;D;0;0;0;0;0;0
RT @Olivier_Monteil: Le Pr Raoult atomise, à juste titre, les tromperies de l'enquête publiée dans The Lancet sur les effets supposées de l'Hydroxychloroquine. Qu'un ministre de la santé se soit précipité sur ces fakes grossiers pour justifier son interdiction brutale de l'HCQ est un énorme scandale. https://twitter.com/raoult_didier/status/1267756544105558018;Olivier_Monteil;79;0;D;1;0;0;0;0;0
RT @jllacapelle: Ce jour est arrivé @CoDubost ... Vous affirmiez que l’OMS était une référence et que nous n’avions le droit de la contredire. Vous méprisiez le fait que je doute de l’étude du Lancet rt vous défendiez bec et ongles @olivierveran . Madame, il est l’heure que « vous »démissionniez. https://twitter.com/codubost/status/1265261427260108800;jllacapelle;79;0;D;1;0;0;0;0;0
RT @dragonduclos: 3 des auteurs de l'article du Lancet attestant de la dangerosité  de l'Hydroxychloroquine ont rétracté leur étude ! Comment des scientifiques ont-ils pu se fourvoyer dans cette grossière manipulation ?  Comment Véran a-t-il pu invoquer la rigueur scientifique en la soutenant ! https://twitter.com/TheLancet/status/1268613313702891523;dragonduclos;79;0;D;1;0;0;0;0;0
"RT @momotchiii: ""L'article du #Lancet est rétracté, mais qui ira rétracter les publications du Monde, ou l'Express? Qui ira rétracter la publication politique d'Olivier #Véran qui motive sa décision d'interdire l'#hydroxychloroquine par une étude frauduleuse? Cela ne suffit pas de rétracter..? https://twitter.com/momotchiii/status/1269650524850327552/photo/1";momotchiii;79;0;D;1;0;0;0;0;0
"RT @Conflits_FR: ???? FLASH - Olivier #Veran demande ""une révision des règles"" de prescription de la #chloroquine suite à la vaste étude parue dans The Lancet. Il a saisi le Haut conseil de la santé publique, qui doit lui donner une réponse sous 48 heures. (Twitter officiel) #DeconfinementJour13";Conflits_FR;78;0;C;1;0;0;0;0;0
RT @mariaLopez1468: @olivierveran @TheLancet @hcsp_fr Il faut être vraiment débile pour croire que l'hcq double la mortalité comme l'affirme cette étude alors que de nombreux pays l'utilisent masssivement ! stop aux mensonges ! #Gilead;mariaLopez1468;78;0;D;0;1;0;0;0;0
RT @Tsipora777: #ÇaPue cette histoire de #Hydroxychloroquine Cet éminent professeur Raoult a forcément un train d'avance.. C'est d'une logique implacable ????????;Tsipora777;78;0;N;0;0;0;0;0;0
RT @ArtLeroux: L'Australie commence à dénoncer les datas de l'étude du #lancet, et notamment les incohérences avec celles enregistrées par leur système de veille sanitaire ! #fakestudy https://amp-theguardian-com.cdn.ampproject.org/c/s/amp.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19;ArtLeroux;78;1;D;0;0;0;0;0;0
RT @ChLECHEVALIER: #Chloroquine   Donc la #Macronie a ORDONNÉ de cesser la chloroquine sur la foi d'1 ÉTUDE BIDON !  Bravo «Docteur» @olivierveran !! Bravo aux baveux si heureux de cracher sur @raoult_didier !  @France2_Presse @France5tv @CpolitiqueOff #Etc ! #HONTE_à_eux !  https://www.lci.fr/sante/hydroxychloroquine-l-etude-du-lancet-sous-le-feu-des-critiques-de-scientifiques-et-du-professeur-raoult-2155089.html;ChLECHEVALIER;78;0;D;1;0;0;0;0;0
RT @aragon_jb: Dernières nouvelles : 1) j-2 des scientifiques renommés demandent des explications au Lancet, pointant de gros biais et exigeant que les hôpitaux soient identifiés. ils questionnent sur les données. 2) On apprend  que ces données sont sous la responsabilité d'une mannequin.... ?? https://twitter.com/aragon_jb/status/1265745473014554624;aragon_jb;78;0;D;0;0;0;0;0;0
RT @Rey0669: @lemondefr Voilà ! The Lancet, la soit disante bible du monde scientifique définitivement discrédité. L’OMS idem et que dire du ministre #OlivierVeran qui d’une manière plus que suspecte, c’est immédiatement précipité pour faire interdire l'hydroxychloroquine utilisé par Raoult ? Lamentable;Rey0669;78;0;D;1;0;0;0;0;0
RT @MrSam144: Le Lancet confirme être entrain d'analyser l'article en profondeur. Donc, suspension de jugement et en attendant le résultat, on ignore cette étude. Oui, la science, c'est savoir retourner sa veste du bon côté, n'en déplaise aux lieux communs des penseurs binaires. https://twitter.com/TheLancet/status/1267901995848957953;MrSam144;78;0;D;0;0;0;0;0;0
RT @ArianeWalter: Véran , muet , s'est peut-être fait hara-kiri???? Des photos?;ArianeWalter;78;0;D;1;0;0;0;0;0
"RT @ChLECHEVALIER: À l'heure où ""Le Lancet"" bat en retraite sur sa propre attaque contre la #chloroquine et @raoult_didier, le ministre @olivierveran ne publie aucun communiqué de regret !  Pour lui, la Directrice commerciale de Surgisphère (sous-traitant du #Lancet) ne manquait pas de fondement.";ChLECHEVALIER;78;0;D;1;0;0;0;0;0
RT @RenaudMuselier: ??5,5 fois plus de mortalité à Paris qu’à Marseille Et on veut nous faire croire que le protocole #Raoult est néfaste !  Mon soutien au Pr @raoult_didier est total !;RenaudMuselier;78;0;D;0;0;0;0;0;0
RT @biobiobiobior: ?? France, 4 Juin :  Le diable est VRAIMENT dans le détail, après The Lancet, nous remettons en cause le New England Journal of Medecine (France Soir ) #chloroquine #Hydroxychloroquine #Véran #France #Breaking http://www.francesoir.fr/societe-sante/le-diable-est-vraiment-dans-le-detail-apres-lancet-nous-remettons-en-cause-le-new;biobiobiobior;78;0;D;1;0;0;0;1;0
RT @flabrouillere: Chloroquine: Surgisphere, la société fantôme américaine à l’origine des données trafiquées de l’étude du Lancet, vient de supprimer son compte Twitter et ses pages sur le web ! https://twitter.com/jamestodaromd/status/1270333185864404992;flabrouillere;78;0;D;0;0;0;0;0;0
RT @NEWS_MAKER: Medical Journal Retracts Study Claiming Hydroxychloroquine Is Dangerous https://dailycaller.com/2020/06/04/medical-journal-lancet-retracts-study-hydroxychloroquine/;NEWS_MAKER;78;0;D;0;0;0;0;0;0
"RT @aragon_jb: #Lancet L'interviewer a tenté de tirer les vers du nez de Mandeep Mehra... Pas facile... réponses peu éclairantes... Et on lit à la fin :  ""Il a participé à une conférence sponsorisée par Gilead début Avril 2020 dans le cadre du Covid-19."" Encore Gilead ?! http://www.francesoir.fr/opinions-entretiens-societe-sante/interview-exclusive-mandeep-mehra-lhydroxychloroquine-pas-efficace";aragon_jb;77;0;D;0;1;0;0;0;0
RT @WeillClaude: Il a dû vous échapper @pdousteblazy que c’est exactement le contraire: le groupe sous HCQ est plus grave APRÈS traitement, pas avant.  Est-ce si dur de reconnaître que vous vous êtes trompé? Ou que vous vous êtes fié à la pétition qui a lu le papier du #Lancet à l’envers? https://twitter.com/pdousteblazy/status/1264131373591379968;WeillClaude;77;0;C;0;0;0;0;0;0
RT @LoudL: Hydroxychloroquine : les auteurs de l’étude publiée par le Lancet ont tous un conflit d’intérêt…: http://www.yourname.com #Topic via@my_twitter_name https://lecourrierdesstrateges.fr/2020/05/24/hydroxychloroquine-les-auteurs-de-letude-publiee-par-le-lancet-ont-tous-un-conflit-dinteret/;LoudL;77;0;D;0;0;0;0;0;0
RT @biobiobiobior: ?? France, 25 Mai : Les auteurs de l’étude controversée The Lancet refusent de partager leurs données pour examen statistique. #chloroquine #hydroxychroloquine #Véran @ArianeWalter @andrebercoff @idrissaberkane @alainhoupert @YvesPDB @pdousteblazy https://twitter.com/dperetti/status/1264894275583651843;biobiobiobior;62;0;D;0;0;0;0;0;0
RT @medicalfollower: ???? L'étude Lancet sur l'#hydroxychloroquine remise en question par 120 chercheurs et professionnels de la santé  Covid-19 study on hydroxychloroquine use questioned by 120 researchers and medical professionals   https://www.theguardian.com/world/2020/may/29/covid-19-surgisphere-hydroxychloroquine-study-lancet-coronavirus-who-questioned-by-researchers-medical-professionals?CMP=share_btn_tw;medicalfollower;77;0;D;0;0;0;0;0;0
RT @ZabouF: quel fiasco !  Hydroxychloroquine: 3 des 4 auteurs de l'étude du #Lancet se rétractent “Nous ne pouvons plus nous porter garant de la véracité des sources des données primaires” #Chloroquine #Coronavirus https://www.huffingtonpost.fr/entry/hydroxychloroquine-3-des-4-auteurs-de-letude-du-lancet-se-retractent_fr_5ed94c42c5b6e94449bca315?xtor=AL-32280680?xtor=AL-32280680;ZabouF;77;0;D;0;0;0;1;0;0
RT @NaphtalineLeBon: Selon une étude du Lancet   Le professeur Raoult n'a jamais existé;NaphtalineLeBon;77;0;D;0;0;0;0;0;0
RT @france_soir: Lire le Lancet est une référence pour le @hcsp_fr, être ministre un rêve d'enfant pour @olivierveran.  Nos sociétés sont devenues tellement performantes dans l’intelligence abstraite que l’on en oublie souvent le bon sens. #FranceSoirlavaitdit  http://www.francesoir.fr/anatomie-dune-crise-interview-exclusive-de-jean-dominique-michel-anthropologue-specialiste-de-la;france_soir;77;0;D;1;0;0;1;0;0
"RT @aragon_jb: ""C'est comme si l'on vous devait vous croire sur parole"" dit Pujadas au Professeur Raoult ! Et l'étude Lancet, David Pujadas, vous la croyez, alors que vous ne savez même pas (ni moi non plus d'ailleurs...), quels sont les hôpitaux où seraient passés les 96.032 patients ?!?! https://twitter.com/24hPujadas/status/1265331036503801856";aragon_jb;70;1;D;0;0;0;0;0;0
RT @CorinneReverbel: Merci aussi au journal @le_Parisien de lui aussi donner les vrais informations au sujet de cette étude du Lancet  Nous attendons cela de la presse, pas de simples redites des annonces AFP https://twitter.com/le_Parisien/status/1266289175118004236;CorinneReverbel;76;0;D;0;0;0;0;0;0
RT @JeanYvesCAPO: Après le #LANCETGATE le #RECOVERYGATE ...  Début de l'histoire qui va durer une semaine je pense, car du lourd va arriver, que les corrompus de ce projet qui pensent maîtriser leur plan média ne soupçonnent même pas.  A suivre ... à partir de lundi.   http://www.francesoir.fr/societe-sante/faits-divers-suicide-de-lessai-recovery-lhydroxychloroquine-soyons-serieux;JeanYvesCAPO;76;0;D;0;0;0;0;0;0
RT @lanekismar: #LancetGate #NEJMGate ... ou comment une vieux médoc ringard à 2 balles nommé #Hydroxycloroquine et un artificier nommé #Raoult dynamitent les vitrines tape-à-l’œil du racket mondial de la santé.;lanekismar;76;0;D;0;0;0;0;0;0
"RT @JeanYvesCAPO: ENORME: le vrai compte de Richard Horton (le DG de la revue THE LANCET) dénonce les morts qui auraient pu être évités par ""le gouvernement"".  Le sien mais pas que. Un témoignage à charge.  Et chez nous les ARS nous cachent la réalité. Et ne savent+comment s'en sortir ! @DIVIZIO1 https://twitter.com/richardhorton1/status/1270473958094225408";JeanYvesCAPO;76;0;N;0;0;0;0;0;0
RT @OSTERElizabeth1: Le #Lancet publie une étude qui fait  les délices des anti-#Raoult primaires.Mais 50% des études publiées sont des fakes, selon le DG du Lancet ! Et celle-ci? Pas de quoi fouetter un chat, mais peut-être un vieil air de Remdesivir en sourdine au niveau des conflits  d'intérêts? https://twitter.com/CorinneReverbel/status/1263870801872400387;OSTERElizabeth1;75;0;D;0;1;0;1;0;0
RT @thierry27200: @olivierveran @TheLancet @hcsp_fr Une étude financée par @GileadSciences et ne respectant pas la prescription (concurrente) du Pr @raoult_didier conclut... ô surprise, à son inefficacité ! Et vous y croyez, et vous relayez, et vous durcissez ?!? Pourquoi ne pas faire confiance aux médecins ?? @Laissonslespre1 https://twitter.com/thierry27200/status/1264173622681317376/photo/1;thierry27200;75;0;D;1;0;1;1;0;0
"RT @PBlanrue: #Lancetgate Pr Reyes, chef maladies infectieuses CHU Montpellier:""L'article du Lancet présente beaucoup de biais et d'imprécisions. Quand Raoult dit que c'est un registre électronique déconnecté des patients, il n'est pas loin d'avoir raison.L'étude est un assassinat en règle.""";PBlanrue;75;1;D;0;0;0;0;0;0
RT @medicalfollower: ???? #LancetGate - Surgisphere serait bel et bien une société écran en lien avec un grand groupe pharma! https://twitter.com/comyagroup/status/1266373889233285122;medicalfollower;75;0;D;0;0;0;1;0;0
RT @biobiobiobior: ?? URGENT : « Une très grande probabilité que les données de l’Etude aient été « fabriquées » » #chloroquine #HydroxyChloroquine #Véran #Coronavirus #LancetGate #Scandale #Breaking #Alerte http://freerangestats.info/blog/2020/05/30/implausible-health-data-firm;biobiobiobior;75;0;D;1;0;0;0;0;0
RT @dperetti: « Je pense qu'il est très probable que les données qui sont derrière cette étude très déterminante et très médiatisée du Lancet soient complètement fabriquées. »  #LancetGate  https://science.thewire.in/the-sciences/covid-19-hydroxychloroquine-the-lancet-observational-study-surgisphere/;dperetti;75;0;D;0;0;0;0;0;0
RT @pierrejovanovic: he @franceinfo  c'est 45000 euros pour propagation de fausse news @raoult_didier;pierrejovanovic;75;0;D;0;0;0;0;0;0
RT @barnb66: Le Pr. Raoult dit: «si vous prenez de l’hydroxychloroquine associé l’azythromicine dès les 1ers symptômes, l’évolution vers une hospitalisation est rare».  The Lancet dit: « si vous êtes hospitalisés, l’hydroxychloroquine seule ne soigne pas ».  Comment peut-on comparer les deux?;barnb66;74;0;C;0;0;0;1;0;0
RT @biobiobiobior: ??France, 25 Mai : « L’étude The Lancet est ´foireuse’ » (Pr Raoult ) #chloroquine #hydroxychroloquine #Véran #Macron #coronavirus #COVID__19 @ArianeWalter @andrebercoff @YvesPDB @alainhoupert https://twitter.com/AlertesInfosUSA/status/1264875421872594944/video/1;biobiobiobior;74;0;D;1;0;0;0;0;0
RT @GuyduFaur: Existe-t-il un lien entre l’étude anti chloroquine publiée sur The Lancet et le laboratoire Gilead ? OUI!  Énormes conflits d’intérêts sur l’étude du Pr Mandeep Mehra publiée dans The Lancet. https://sentinellecitoyenne.fr/enormes-conflits-dinterets-sur-letude-du-pr-mandeep-mehra-publiee-dans-the-lancet/;GuyduFaur;74;0;D;0;1;0;0;0;0
RT @Curiolog: Ds mon billet sur l'étude Mehra & al (Lancet), je soulignais que l’augmentat° observée des risques chez les patients traités avec la CQ ou l’HCQ étaient étonnamment élevée(comparée à des travaux antérieurs) suggérant que certains facteurs de risque n’ont pas été pris en compte.??;Curiolog;74;1;D;0;0;0;0;0;0
RT @dragonduclos: Ceux qui utilisent vraiment le protocole Raoult n'ont aucun doute sur ce traitement et mettent ouvertement en cause l'impartialité et les données des résultats de l'enquête publié par The Lancet !;dragonduclos;74;0;C;0;0;0;0;1;0
RT @YanisJGR: Sans traçabilité des données, quand des pays réagissent les uns après les autres pour pointer des incohérences vis à vis de leurs registres nationaux, comment croire des conclusions contraires aux études auprès de patients dont aucune ne montre de toxicité cardiaque comparable ?;YanisJGR;60;1;D;0;0;0;1;0;0
RT @GilbertCollard: Chers amis, Écoutez ma tribune sur le scandale de The Lancet !  ?? https://youtu.be/FeEq212rBV0  #Raoult #Chloroquine #TheLancet #TheGuardian #Hydroxychloroquine #Covid19;GilbertCollard;74;0;D;0;0;0;0;0;0
RT @GWGoldnadel: Je suppose que vous faites allusion à la saine gestion de dame Buszin ou à la sagacité de Sibeth . Au fait, vous pouvez réécrire les tweets favorables à Raoult que vous aviez courageusement effacés après le Lancet depuis que ce rapport a été pulvérisé. https://twitter.com/royalsegolene/status/1263787326360223744;GWGoldnadel;74;0;D;1;0;1;0;0;0
RT @OSTERElizabeth1: Il est clair que #The Lancet a été utilisé  pour  propager des Fakenews contre le protocole du prof. #Raoult en publiant une étude bidonnée sur la prétendue dangerosité de la #chloroquine! Rappelons que les médias  mainstream ont propagé  sans vergogne ce gros fake! Shame on you;OSTERElizabeth1;74;0;D;0;0;0;0;0;0
RT @Dr_moji: La rétractation du Lancet est une catastrophe pour la crédibilité scientifique alors que les études sont la seule façon de faire évoluer nos pratiques médicales. Il faudra du temps pour reconquérir la confiance. https://twitter.com/TheLancet/status/1267901995848957953;Dr_moji;74;0;D;0;0;0;0;0;0
RT @OSTERElizabeth1: France-Soir révèle les coïncidences troublantes du fake du #Lancet :les essais cliniques majeurs sur le remdesivir de Gilead,  sont dirigés par le MGH et le BWH de Boston, précisément là où exerce le Dr Mehra auteur ppal de l’étude à charge contre l’HCQ du 22 mai, qui est un fake https://twitter.com/france_soir/status/1268641352839057410;OSTERElizabeth1;74;0;D;0;1;0;0;1;0
"RT @Polony_tv: #Hydroxychloroquine: trois des quatre auteurs de l'étude controversée de ""The #Lancet"" se rétractent. Le discrédit de trop pour les institutions scientifiques? L'édito de @NPolony ? http://bit.ly/2MFTDkk https://twitter.com/Polony_tv/status/1269908089219809283/video/1";Polony_tv;74;0;D;0;0;0;0;0;0
RT @momotchiii: Le Danemark a repris ses études sur l'#hydroxychloroquine et l'#azithromycine après la suspension suite aux recommandations de l'OMS. Ils s'étonnent des doses 3 à 4 fois supérieures données dans d'autres études (Lancet mais c'est aussi le cas de #Recovery). #COVID__19 #Raoult https://twitter.com/novonordiskfond/status/1270442710919450625;momotchiii;74;1;D;0;0;0;0;0;0
RT @WeillClaude: Et maintenant (lundi 8h45), sur Radio Classique, Luc Ferry reprend mot à mot les mêmes mensonges, sortis de la même pétition devenue la bible des anti-Lancet-qui-l’ont-pas-lu. Avec en prime des relents complotistes suggérant que le gvt ???? serait derrière. Ça n’arrêtera jamais ! https://twitter.com/weillclaude/status/1264531883083403264;WeillClaude;73;0;C;1;0;0;0;0;0
RT @aragon_jb: #Lancet Le soupçon de fraude grimpe à la vitesse de la lumière au carré. Une seule possibilité pour les auteurs, s'ils souhaitent prouver leur bonne foi : fournir la liste des hôpitaux ! https://twitter.com/aragon_jb/status/1265278487050326016;aragon_jb;73;0;D;0;0;0;0;0;0
RT @WeillClaude: “Confirmé” par Bercoff ???????? 96000 cardiaques/96000! C’est si grossièrement, si évidemment faux que Pujadas en est resté sidéré. Et j’avoue que, regardant l’émission, je n’ai même pas songé à relever, convaincu que personne ne pourrait gober 1 ânerie pareille.  Comme quoi...;WeillClaude;73;0;D;0;0;0;0;0;0
RT @jaclostermann: Quelqu'un pour faire parvenir cet interview à Agnès Buzin et à son mari Yves Levy, au Professeur Salomon, à Olivier Veran....? Merci. https://lalettrepatriote.com/je-ne-suis-pas-pro-raoult-mais-letude-publiee-par-the-lancet-cest-une-merde-lance-le-pr-froguel/;jaclostermann;73;0;D;1;0;0;0;0;0
RT @ODILEderaies: @dperetti #Surgisphere créée il y'a 2mois (1seul médecin et 4 employés) arrive a compiler et analyser 90 000 dossiers de patients... dont personne ne connait les sources.  #Lancet #lancetGate  https://www.medicineuncensored.com/a-study-out-of-thin-air;ODILEderaies;73;1;D;0;0;0;0;1;0
